r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,b_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Darrell Montague,Willie Gates,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,KO/TKO,Punches,1,False,Flyweight,3,False,-5.08,-1,-7.62,120,27,26-30,Southpaw,-130,28,26-30,Orthodox,0.0,71.0,18.0,1.5,0.5,1.0,28.0,1.0,75.0,22.0,0.0,0.0,1.0,25.0,False,False,False,False,False,False,False,False
George Sullivan,Dominic Waters,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,U-DEC,,3,False,Welterweight,3,False,-2.54,8,-15.24,-250,34,31-35,Orthodox,210,26,26-30,Orthodox,0.0,142.0,45.5,6.5,0.75,0.0,119.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Jake Ellenberger,Stephen Thompson,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,John McCarthy,Blue,KO/TKO,Kick,1,False,Welterweight,5,False,-7.62,-2,-10.16,205,30,26-30,Orthodox,-245,32,31-35,Orthodox,0.0462646484375,52.224609375,16.0531005859375,0.912109375,0.6058349609375,0.5003662109375,25.166015625,1.03125,105.59375,51.21875,0.5,0.375,0.0,65.65625,False,False,True,False,False,False,False,False
Jorge Masvidal,Cezar Ferreira,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,John McCarthy,Red,KO/TKO,Elbow,1,False,Welterweight,3,False,-5.08,0,-10.16,-200,30,26-30,Orthodox,170,30,26-30,Southpaw,0.25,147.25,71.78125,1.75,0.9375,0.28125,138.65625,0.0625,40.8125,14.21875,1.25,0.6875,0.03125,115.0625,False,False,False,False,False,False,False,False
Josh Samman,Caio Magalhaes,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,John McCarthy,Red,SUB,Rear Naked Choke,1,False,Middleweight,3,False,5.08,0,15.24,100,27,26-30,Orthodox,-120,27,26-30,Orthodox,1.0,43.0,23.5,1.0,0.5,0.0,76.5,0.75,29.4375,15.1875,1.3125,0.1875,0.3125,68.75,True,False,False,False,False,False,False,False
Kamaru Usman,Hayder Hassan,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,SUB,Arm Triangle,2,True,Welterweight,4,False,5.08,-4,15.24,-240,28,26-30,Switch,200,32,31-35,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Maximo Blanco,Mike de la Torre,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,KO/TKO,Punch,1,False,Featherweight,3,False,-7.62,3,0.0,155,31,31-35,Orthodox,-175,28,26-30,Orthodox,0.25,170.15625,89.0,8.03125,2.25,0.03125,148.5625,0.5,62.0,23.75,1.25,0.25,0.0,33.0,False,False,False,False,False,False,False,False
Michael Graves,Vicente Luque,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,U-DEC,,3,False,Welterweight,3,False,-2.54,1,-10.16,160,24,21-25,Orthodox,-185,23,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Russell Doane,Jerrod Sanders,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,7,2015,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,U-DEC,,3,False,Bantamweight,3,False,-2.54,-7,-5.08,-470,28,26-30,Orthodox,375,35,31-35,Orthodox,0.0,60.0,23.75,8.25,3.75,0.25,392.0,0.0,2.5,1.5,0.5,0.0,0.0,32.5,False,False,False,False,False,False,False,False
Alan Jouban,Matt Dwyer,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,Herb Dean,Red,U-DEC,,3,False,Welterweight,3,False,-10.16,8,-7.62,-500,33,31-35,Southpaw,400,25,21-25,Orthodox,0.25,62.25,32.0,0.0,0.0,0.0,13.5,0.5,21.5,6.5,0.5,0.0,0.0,4.0,False,False,False,False,False,False,False,False
Andrew Craig,Lyman Good,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,Jason Herzog,Blue,KO/TKO,Punch,2,False,Welterweight,3,False,2.54,-1,5.08,230,29,26-30,Orthodox,-270,30,26-30,Orthodox,0.53125,69.40625,25.59375,1.03125,0.28125,0.0,62.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Frank Mir,Todd Duffee,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,John McCarthy,Red,KO/TKO,Punch,1,False,Heavyweight,5,False,0.0,7,0.0,165,36,36-40,Southpaw,-190,29,26-30,Orthodox,0.5056171417236328,22.654983162879944,9.47728192806244,0.9770138263702391,0.3128674030303955,0.2670421600341797,17.350325226783752,0.875,39.125,15.875,0.0,0.0,0.0,9.875,False,False,True,False,False,False,False,False
Holly Holm,Marion Reneau,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,FEMALE,San Diego,California,USA,Jason Herzog,Red,U-DEC,,3,False,Women's Bantamweight,3,False,5.08,-5,2.54,-255,33,31-35,Southpaw,215,38,36-40,Orthodox,0.0,210.0,44.0,0.0,0.0,0.0,3.0,0.0,118.5,45.5,0.0,0.0,0.5,8.0,True,True,True,False,True,False,False,False
Igor Araujo,Sean Strickland,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,John McCarthy,Blue,U-DEC,,3,False,Welterweight,3,False,0.0,10,2.54,375,34,31-35,Orthodox,-470,24,21-25,Orthodox,0.0,32.0,12.25,5.75,1.25,0.5,242.75,0.0,132.5,39.0,3.25,1.5,0.25,90.0,False,False,False,False,False,False,False,False
Jessica Andrade,Sarah Moras,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,FEMALE,San Diego,California,USA,John McCarthy,Red,U-DEC,,3,False,Women's Bantamweight,3,False,-15.24,-4,-12.7,-500,23,21-25,Orthodox,400,27,26-30,Orthodox,0.5,55.6875,29.5,1.4375,0.75,0.5625,151.4375,0.0,34.0,15.0,2.0,1.0,0.0,154.0,False,True,True,False,False,False,False,False
Josh Thomson,Tony Ferguson,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,Herb Dean,Blue,U-DEC,,3,False,Lightweight,3,False,-2.54,5,-12.7,230,36,36-40,Orthodox,-270,31,31-35,Orthodox,0.15625,87.4375,34.15625,5.6875,1.34375,0.0,155.9375,0.06640625,52.4375,17.2890625,0.91015625,0.828125,1.4765625,57.09375,False,False,True,False,True,False,False,False
Kevin Casey,Ildemar Alcantara,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,Herb Dean,Red,U-DEC,,3,False,Middleweight,3,False,-7.62,2,-2.54,120,34,31-35,Southpaw,-140,32,31-35,Orthodox,0.5,20.0,14.5,0.5,0.0,1.0,121.5,0.0,71.6875,25.15625,2.25,1.09375,0.28125,106.71875,False,False,False,False,False,False,False,False
Kevin Lee,James Moontasri,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,John McCarthy,Red,SUB,Rear Naked Choke,1,False,Lightweight,3,False,-2.54,-5,15.24,-315,22,21-25,Orthodox,285,27,26-30,Switch,0.0,147.25,60.5,7.25,3.625,1.75,357.875,0.5,65.0,33.5,0.0,0.0,0.5,225.5,False,False,False,False,False,False,False,False
Rani Yahya,Masanori Kanehara,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,Jason Herzog,Red,S-DEC,,3,False,Bantamweight,3,False,-2.54,-2,0.0,115,30,26-30,Orthodox,-135,32,31-35,Orthodox,0.0,24.8046875,10.8828125,4.59375,2.0703125,1.625,119.96875,0.0,69.0,32.0,4.0,2.0,2.0,452.0,False,True,False,False,False,False,False,False
Sam Sicilia,Yaotzin Meza,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,Jason Herzog,Red,U-DEC,,3,False,Featherweight,3,False,-2.54,-5,-17.78,-265,29,26-30,Orthodox,225,34,31-35,Orthodox,0.5,51.2421875,20.8125,1.2734375,0.6796875,0.140625,92.75,0.0,46.75,21.125,3.0,1.4375,1.75,372.4375,False,False,False,False,False,False,False,False
Scott Jorgensen,Manvel Gamburyan,UFC Fight Night: Mir vs Duffee,2015-07-15,7,2015,MALE,San Diego,California,USA,Herb Dean,Blue,U-DEC,,3,False,Bantamweight,3,False,0.0,-2,-2.54,170,32,31-35,Orthodox,-200,34,31-35,Orthodox,0.5,49.529296875,18.927734375,4.3359375,2.60546875,0.078125,143.74609375,0.0,54.044921875,17.97314453125,5.07470703125,2.177734375,0.755859375,131.8623046875,False,False,False,False,False,False,False,False
Daniel Omielanczuk,Chris de la Rocha,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Grant Waterman,Red,KO/TKO,Punch,1,False,Heavyweight,3,False,-7.62,-4,-15.24,-130,32,31-35,Southpaw,120,36,36-40,Orthodox,0.25,44.0,32.75,2.75,1.0,0.25,111.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Ilir Latifi,Hans Stringer,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Grant Waterman,Red,KO/TKO,Punch,1,False,Light Heavyweight,3,False,-12.7,3,0.0,-235,31,31-35,Orthodox,195,28,26-30,Orthodox,0.0,24.75,7.25,0.75,0.5,0.25,18.25,0.0,61.5,38.5,5.5,2.0,0.0,354.5,False,False,False,False,False,False,False,False
Joanne Calderwood,Cortney Casey,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,FEMALE,Glasgow,Scotland,United Kingdom,Grant Waterman,Red,U-DEC,,3,False,Women's Strawweight,3,False,-2.54,1,-5.08,-230,29,26-30,Orthodox,190,28,26-30,Orthodox,0.0,123.5,60.0,2.0,1.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,False,False,False
Joe Duffy,Ivan Jorge,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Neil Hall,Red,SUB,Triangle Choke,1,False,Lightweight,3,False,2.54,-7,0.0,-1000,27,26-30,Orthodox,650,34,31-35,Orthodox,1.0,40.0,15.0,0.0,0.0,0.0,1.0,0.0,95.25,45.5,9.75,2.0,0.75,319.25,True,False,False,False,False,False,False,False
Leon Edwards,Pawel Pawlak,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Leon Roberts,Red,U-DEC,,3,False,Welterweight,3,False,0.0,-3,2.54,-400,23,21-25,Southpaw,325,26,26-30,Orthodox,0.5,32.0,18.0,0.0,0.0,0.0,49.5,0.0,72.0,25.5,2.0,1.5,0.0,93.5,False,False,False,False,False,False,False,False
Marcus Brimage,Jimmie Rivera,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Neil Hall,Blue,KO/TKO,Punches,1,False,Bantamweight,3,False,0.0,4,7.62,130,30,26-30,Southpaw,-140,26,26-30,Orthodox,0.28125,95.953125,32.09375,0.265625,0.265625,0.0,14.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Michael Bisping,Thales Leites,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Leon Roberts,Red,S-DEC,,5,False,Middleweight,5,False,0.0,3,-7.62,-135,36,36-40,Orthodox,115,33,31-35,Orthodox,0.1259808540344238,169.77166748046875,59.57431411743164,0.6405391693115234,0.0389151573181152,6.198883056640625e-05,18.635772705078125,0.377197265625,49.469482421875,18.45361328125,2.34814453125,0.9228515625,1.10498046875,140.026123046875,False,False,True,False,True,False,False,False
Mickael Lebout,Teemu Packalen,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Leon Roberts,Red,U-DEC,,3,False,Lightweight,3,False,-5.08,-1,2.54,120,27,26-30,Orthodox,-140,28,26-30,Orthodox,0.0,111.0,47.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Paddy Holohan,Vaughan Lee,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Neil Hall,Red,U-DEC,,3,False,Flyweight,3,False,10.16,-5,7.62,-145,27,26-30,Orthodox,125,32,31-35,Orthodox,0.25,55.5,30.0,3.75,2.25,1.25,423.25,0.015625,88.0625,41.421875,0.53125,0.0625,0.0625,10.265625,False,False,False,False,False,False,False,False
Rob Whiteford,Paul Redmond,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Marc Goddard,Red,,,,False,Featherweight,3,False,-2.54,4,-2.54,-160,32,31-35,Southpaw,140,28,26-30,Orthodox,0.0,39.0,20.5,8.5,2.5,0.0,267.5,0.0,7.0,2.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Ross Pearson,Evan Dunham,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Marc Goddard,Blue,U-DEC,,3,False,Lightweight,3,False,-5.08,-3,-2.54,-245,30,26-30,Orthodox,205,33,31-35,Southpaw,0.71875,69.68780517578125,25.21783447265625,0.37066650390625,0.0933837890625,0.0,3.6357421875,0.000244140625,220.30859375,92.0892333984375,2.6251220703125,0.7542724609375,0.0194091796875,45.97802734375,False,False,False,False,False,False,False,False
Stevie Ray,Leonardo Mafra,UFC Fight Night: Bisping vs Leites,2015-07-18,7,2015,MALE,Glasgow,Scotland,United Kingdom,Marc Goddard,Red,KO/TKO,Punches,1,False,Lightweight,3,False,0.0,-1,0.0,-225,25,21-25,Southpaw,185,26,26-30,Orthodox,0.0,42.0,31.0,0.0,0.0,2.0,194.0,0.0,120.75,58.0,3.0,2.5,0.25,206.5,True,False,False,False,False,False,False,False
Daron Cruickshank,James Krause,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Robert Madrigal,Blue,SUB,Rear Naked Choke,1,False,Lightweight,3,False,-15.24,1,-2.54,-200,30,26-30,Switch,170,29,26-30,Orthodox,0.1259765625,58.6064453125,22.5576171875,4.9775390625,1.39453125,0.078125,43.4892578125,0.0,162.875,68.125,6.375,0.0625,0.0625,101.375,False,False,False,False,False,False,False,False
Eddie Wineland,Bryan Caraway,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Yves Lavigne,Blue,U-DEC,,3,False,Bantamweight,3,False,-2.54,1,2.54,-140,31,31-35,Orthodox,120,30,26-30,Orthodox,0.34375,95.59375,25.953125,0.46875,0.046875,0.0,23.796875,0.0,94.875,30.0,7.0,2.1875,0.75,154.25,False,False,True,False,True,False,False,False
Edson Barboza,Paul Felder,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Robert Madrigal,Red,U-DEC,,3,False,Lightweight,3,False,0.0,-2,12.7,-155,29,26-30,Orthodox,135,31,31-35,Orthodox,0.18359375,93.947265625,34.54443359375,1.0341796875,0.001953125,0.03125,2.48974609375,0.5,89.0,42.0,0.5,0.5,0.0,111.5,False,True,True,False,False,False,False,False
Gian Villante,Tom Lawlor,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Robert Madrigal,Blue,KO/TKO,Punch,2,False,Light Heavyweight,3,False,7.62,-3,5.08,-220,29,26-30,Orthodox,180,32,31-35,Southpaw,0.0625,144.75,66.8125,2.0625,0.4375,0.0,52.5,0.140625,31.93359375,11.8984375,5.83984375,0.69140625,1.11328125,215.578125,False,False,True,False,False,False,False,False
Jessamyn Duke,Elizabeth Phillips,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,FEMALE,Chicago,Illinois,USA,Herb Dean,Blue,U-DEC,,3,False,Women's Bantamweight,3,False,12.7,1,20.32,130,29,26-30,Orthodox,-150,28,26-30,Orthodox,0.0,96.75,52.25,2.0,0.5,0.75,25.0,0.0,162.0,46.0,1.5,0.0,0.0,289.0,False,False,False,False,False,False,False,False
Jim Miller,Danny Castillo,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Herb Dean,Red,S-DEC,,3,False,Lightweight,3,False,-2.54,-4,0.0,-140,31,31-35,Southpaw,120,35,31-35,Orthodox,0.001068115234375,39.517215728759766,16.55860137939453,1.78857421875,0.3728065490722656,1.738300323486328,30.67736434936523,0.1328125,67.24462890625,23.52197265625,4.40869140625,0.833984375,0.3203125,187.01708984375,False,False,False,False,False,False,False,False
Joe Lauzon,Takanori Gomi,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Herb Dean,Red,KO/TKO,Punches,1,False,Lightweight,3,False,7.62,-5,2.54,-310,31,31-35,Orthodox,255,36,36-40,Southpaw,0.0019607543945312,75.39199829101562,30.034324645996097,2.990272521972656,0.9086151123046876,0.366943359375,104.56731414794922,0.06640625,98.09765625,48.26953125,0.14453125,0.0625,0.0,76.375,False,False,False,False,False,False,False,False
Kenny Robertson,Ben Saunders,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Otto Torriero,Blue,S-DEC,,3,False,Welterweight,3,False,-10.16,-1,-7.62,-135,31,31-35,Orthodox,115,32,31-35,Orthodox,0.5,54.9375,30.609375,4.625,0.96875,0.6875,184.015625,0.01171875,14.92578125,9.32421875,0.08203125,0.00390625,0.6484375,18.67578125,False,False,False,False,False,False,False,False
Miesha Tate,Jessica Eye,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,FEMALE,Chicago,Illinois,USA,Yves Lavigne,Red,U-DEC,,3,False,Women's Bantamweight,3,False,0.0,0,-2.54,-200,28,26-30,Orthodox,170,28,26-30,Orthodox,0.0,71.875,31.5625,2.5,0.625,1.4375,288.8125,0.0,172.5,68.0,0.0,0.0,0.0,38.5,False,False,True,False,True,False,False,False
Ramsey Nijem,Andrew Holbrook,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Yves Lavigne,Blue,S-DEC,,3,False,Lightweight,3,False,0.0,-2,12.7,-155,27,26-30,Orthodox,135,29,26-30,Southpaw,0.515625,59.34375,24.51953125,3.515625,2.0859375,0.390625,127.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
TJ Dillashaw,Renan Barao,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Herb Dean,Red,KO/TKO,Punches,4,True,Bantamweight,5,False,0.0,1,-7.62,-200,29,26-30,Orthodox,170,28,26-30,Orthodox,1.046875,342.48046875,128.42578125,3.31640625,1.46484375,0.71484375,166.171875,0.69140625,156.90625,52.96484375,2.40625,1.1484375,0.53515625,83.58203125,False,False,True,True,True,True,True,False
Zak Cummings,Dominique Steele,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,7,2015,MALE,Chicago,Illinois,USA,Otto Torriero,Red,KO/TKO,Punches,1,False,Middleweight,3,False,5.08,3,2.54,-380,30,26-30,Southpaw,340,27,26-30,Orthodox,0.0,61.0,17.25,2.0,1.25,0.5,170.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Antonio Silva,Soa Palelei,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,John McCarthy,Red,KO/TKO,Punches,2,False,Heavyweight,3,False,0.0,-3,-2.54,160,35,31-35,Orthodox,-185,38,36-40,Orthodox,0.171875,30.03125,15.09375,0.5625,0.0,0.0,20.453125,0.0,35.96875,17.6875,4.09375,0.84375,0.0,100.59375,False,False,True,False,False,False,False,False
Claudia Gadelha,Jessica Aguilar,UFC 190: Rousey vs Correia,2015-08-01,8,2015,FEMALE,Rio de Janeiro,Rio de Janeiro,Brazil,Mario Yamasaki,Red,U-DEC,,3,False,Women's Strawweight,3,False,2.54,-7,0.0,-450,26,26-30,Orthodox,360,33,31-35,Orthodox,0.0,117.0,48.5,11.0,6.0,1.5,480.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True,False,False,False,False,False
Demian Maia,Neil Magny,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Herb Dean,Red,SUB,Rear Naked Choke,2,False,Welterweight,3,False,-5.08,10,-20.32,-240,37,36-40,Southpaw,200,27,26-30,Orthodox,0.25,74.03095626831055,33.8944206237793,11.636157989501951,3.722692489624023,1.112102508544922,621.6858749389648,0.03125,93.857421875,53.26953125,4.154296875,2.3359375,0.25,219.888671875,False,False,True,False,True,False,False,False
Glaico Franca,Fernando Bruno,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Herb Dean,Red,,,,True,Lightweight,4,False,15.24,-9,17.78,-210,24,21-25,Orthodox,175,33,31-35,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Hugo Viana,Guido Cannetti,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Osiris Maia,Blue,U-DEC,,3,False,Bantamweight,3,False,0.0,-3,-2.54,-600,32,31-35,Orthodox,450,35,31-35,Southpaw,0.4375,97.0,34.0625,0.0,0.0,0.0,7.9375,0.0,73.0,35.0,2.0,1.0,0.0,81.0,False,False,False,False,False,False,False,False
Iuri Alcantara,Leandro Issa,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Osiris Maia,Red,U-DEC,,3,False,Bantamweight,3,False,5.08,3,5.08,-250,34,31-35,Southpaw,210,31,31-35,Orthodox,0.1875,50.603515625,26.4375,3.2421875,1.67578125,0.046875,84.716796875,0.0,66.75,27.75,6.0,2.0,1.5,280.0,False,False,True,False,False,False,False,False
Mauricio Rua,Rogerio Nogueira,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Mario Yamasaki,Red,U-DEC,,3,False,Light Heavyweight,3,False,-2.54,-6,2.54,-230,33,31-35,Orthodox,190,39,36-40,Southpaw,0.64599609375,33.4757080078125,17.3712158203125,0.8486328125,0.383544921875,0.039306640625,72.701171875,0.140625,59.078125,18.703125,0.015625,0.015625,0.015625,14.921875,False,False,True,False,True,False,False,False
Rafael Feijao,Patrick Cummins,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Mario Yamasaki,Blue,,,,False,Light Heavyweight,3,False,-2.54,1,-7.62,165,35,31-35,Orthodox,-190,34,31-35,Orthodox,0.25,39.0,15.0,0.0,0.0,0.0,16.25,0.0,55.9375,34.125,6.125,2.9375,0.0625,278.4375,False,False,False,False,True,False,False,False
Reginaldo Vieira,Dileno Lopes,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Osiris Maia,Red,U-DEC,,3,True,Bantamweight,4,False,5.08,2,0.0,360,32,31-35,Orthodox,-450,30,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Ronda Rousey,Bethe Correia,UFC 190: Rousey vs Correia,2015-08-01,8,2015,FEMALE,Rio de Janeiro,Rio de Janeiro,Brazil,John McCarthy,Red,KO/TKO,Punch,1,True,Women's Bantamweight,5,False,5.08,-4,10.16,-1700,28,26-30,Orthodox,1100,32,31-35,Orthodox,0.125,11.6875,8.1875,0.8125,0.6875,0.75,49.6875,0.0,127.5,73.0,1.0,0.25,0.0,179.25,True,True,True,True,True,False,True,False
Stefan Struve,Minotauro Nogueira,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Herb Dean,Red,,,,False,Heavyweight,3,False,20.32,-12,17.78,-175,27,26-30,Orthodox,155,39,36-40,Orthodox,0.033203125,39.4193115234375,16.25244140625,0.0321044921875,0.031982421875,0.3502197265625,33.601318359375,0.171875,39.01953125,14.240234375,0.78125,0.13671875,0.466796875,71.890625,False,False,True,False,False,False,False,False
Vitor Miranda,Clint Hester,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,Herb Dean,Red,KO/TKO,Elbows,2,False,Middleweight,3,False,-2.54,8,0.0,120,36,36-40,Orthodox,-140,28,26-30,Orthodox,0.0,34.0,17.5,0.5,0.0,0.0,60.5,0.25,87.5625,38.8125,2.25,0.5625,0.0,89.125,False,False,False,False,False,False,False,False
Warlley Alves,Nordine Taleb,UFC 190: Rousey vs Correia,2015-08-01,8,2015,MALE,Rio de Janeiro,Rio de Janeiro,Brazil,John McCarthy,Red,SUB,Guillotine Choke,2,False,Welterweight,3,False,-5.08,-10,-5.08,-340,24,21-25,Orthodox,280,34,31-35,Orthodox,0.5,72.5,33.0,2.0,1.5,1.0,349.0,0.0,79.5,46.5,5.0,4.5,0.0,498.0,True,True,False,False,False,False,False,False
Anthony Christodoulou,Scott Holtzman,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,8,2015,MALE,Nashville,Tennessee,USA,David Ferguson,Blue,SUB,Rear Naked Choke,3,False,Lightweight,3,False,0.0,-3,7.62,775,28,26-30,Orthodox,-1200,31,31-35,Orthodox,0.0,38.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Chris Camozzi,Tom Watson,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,8,2015,MALE,Nashville,Tennessee,USA,John McCarthy,Red,U-DEC,,3,False,Middleweight,3,False,2.54,-5,7.62,-135,28,26-30,Orthodox,115,33,31-35,Orthodox,0.0,61.838623046875,31.658203125,0.3916015625,0.0,0.1298828125,49.415771484375,0.03125,146.71875,47.84375,1.0625,0.0,0.0,37.71875,False,False,False,False,False,False,False,False
