r_fighter,b_fighter,date,location,winner,titlebout,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_currentlosestreak,b_currentwinstreak,b_draws,b_longestwinstreak,b_wins,b_losses,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_totalroundsfought,b_totaltitlebouts,b_avgsigstrlanded,b_avgsigstrpct,b_avgsubatt,b_avgtdlanded,b_avgtdpct,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_currentlosestreak,r_currentwinstreak,r_draws,r_longestwinstreak,r_wins,r_losses,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_totalroundsfought,r_totaltitlebouts,r_avgsigstrlanded,r_avgsigstrpct,r_avgsubatt,r_avgtdlanded,r_avgtdpct
Bart Palaszewski,Diego Nunes,2012-10-05,"Minneapolis, Minnesota, USA",Blue,False,Featherweight,29.0,Orthodox,167.64,170.18,145.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,46.75,0.43,0.0,0.5,0.25,29.0,Orthodox,175.26,177.8,145.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,21.5,0.29,0.5,0.0,0.0
Darren Uyenoyama,Phil Harris,2012-10-05,"Minneapolis, Minnesota, USA",Red,False,Flyweight,29.0,Orthodox,162.56,162.56,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,Orthodox,167.64,162.56,125.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.83,1.0,2.0,0.66
Jacob Volkmann,Shane Roller,2012-10-05,"Minneapolis, Minnesota, USA",Red,False,Lightweight,33.0,Orthodox,177.8,182.88,155.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,12.0,0.0,24.8,0.3,0.4,1.0,0.17,32.0,Southpaw,175.26,180.34,155.0,1.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,20.0,0.0,15.0,0.38,1.62,2.38,0.42
Jake Ellenberger,Jay Hieron,2012-10-05,"Minneapolis, Minnesota, USA",Red,False,Welterweight,36.0,Orthodox,182.88,190.5,170.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,7.5,0.46,1.5,4.5,0.38,27.0,Orthodox,175.26,180.34,170.0,1.0,0.0,0.0,6.0,6.0,2.0,3.0,0.0,1.0,18.0,0.0,25.62,0.46,0.38,2.0,0.54
John Dodson,Jussier Formiga,2012-10-05,"Minneapolis, Minnesota, USA",Red,False,Flyweight,27.0,Orthodox,165.1,170.18,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,Orthodox,160.02,167.64,135.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,43.5,0.32,0.0,1.0,0.25
Josh Neer,Justin Edwards,2012-10-05,"Minneapolis, Minnesota, USA",Blue,False,Welterweight,29.0,Orthodox,177.8,177.8,155.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,37.0,0.48,1.0,3.0,0.17,29.0,Orthodox,180.34,182.88,170.0,1.0,0.0,0.0,2.0,6.0,7.0,0.0,3.0,1.0,29.0,0.0,31.54,0.4,1.0,0.77,0.22
Marcus LeVesseur,Carlo Prater,2012-10-05,"Minneapolis, Minnesota, USA",Red,False,Lightweight,31.0,Switch,180.34,182.88,155.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,13.5,0.22,0.5,0.0,0.0,30.0,Southpaw,175.26,177.8,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.5,1.0,2.0,1.0
Michael Johnson,Danny Castillo,2012-10-05,"Minneapolis, Minnesota, USA",Red,False,Lightweight,33.0,Orthodox,175.26,180.34,155.0,0.0,3.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,13.0,0.0,36.8,0.55,0.0,3.2,0.47,26.0,Southpaw,177.8,185.42,145.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,11.0,1.0,39.2,0.39,0.0,0.4,0.4
Travis Browne,Antonio Silva,2012-10-05,"Minneapolis, Minnesota, USA",Blue,False,Heavyweight,33.0,Orthodox,193.04,203.2,264.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,30.0,Orthodox,198.12,200.66,255.0,0.0,3.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,9.0,0.0,21.4,0.43,0.4,1.4,0.63
Anderson Silva,Stephan Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Light Heavyweight,35.0,Orthodox,193.04,198.12,205.0,0.0,3.0,0.0,3.0,8.0,6.0,2.0,2.0,0.0,36.0,1.0,31.93,0.41,0.93,1.21,0.24,37.0,Southpaw,187.96,195.58,185.0,0.0,15.0,0.0,15.0,15.0,0.0,10.0,3.0,0.0,34.0,11.0,30.4,0.7,0.4,0.2,0.2
Cristiano Marcello,Reza Madadi,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Lightweight,34.0,Orthodox,180.34,182.88,155.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.42,34.0,Orthodox,175.26,182.88,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,39.0,0.43,0.0,0.0,0.0
Demian Maia,Rick Story,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Welterweight,28.0,Southpaw,175.26,180.34,170.0,0.0,1.0,0.0,6.0,7.0,3.0,1.0,1.0,0.0,28.0,0.0,43.8,0.39,1.3,2.9,0.6,34.0,Southpaw,185.42,182.88,170.0,0.0,1.0,0.0,5.0,10.0,4.0,1.0,5.0,0.0,33.0,1.0,19.71,0.49,0.93,1.86,0.34
Diego Brandao,Joey Gambino,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Featherweight,23.0,Orthodox,170.18,178.0,145.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.33,0.0,0.0,0.0,25.0,Orthodox,170.18,172.72,145.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,21.0,0.48,0.5,0.5,0.5
Gleison Tibau,Francisco Trinaldo,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Lightweight,34.0,Southpaw,175.26,177.8,155.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0,0.8,0.0,0.0,0.0,29.0,Southpaw,177.8,180.34,155.0,1.0,0.0,0.0,3.0,10.0,6.0,1.0,3.0,0.0,39.0,0.0,20.12,0.35,0.75,3.75,0.58
Glover Teixeira,Fabio Maldonado,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Light Heavyweight,32.0,Orthodox,185.42,190.5,205.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,88.33,0.66,1.33,0.67,0.33,32.0,Orthodox,187.96,193.04,205.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.5,1.0,0.0,0.0
Jon Fitch,Erick Silva,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Welterweight,28.0,Orthodox,182.88,187.96,170.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,7.33,0.65,0.67,0.0,0.0,34.0,Orthodox,182.88,193.04,170.0,2.0,0.0,0.0,8.0,13.0,3.0,1.0,3.0,0.0,44.0,1.0,33.88,0.49,0.69,3.25,0.51
Luiz Cane,Chris Camozzi,2012-10-13,"Rio de Janeiro, Brazil",Blue,False,Middleweight,25.0,Orthodox,187.96,193.04,185.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,16.0,0.0,40.0,0.5,0.5,0.0,0.0,31.0,Southpaw,187.96,195.58,185.0,1.0,0.0,0.0,3.0,4.0,4.0,3.0,0.0,0.0,11.0,0.0,25.38,0.39,0.0,0.12,0.12
Minotauro Nogueira,Dave Herman,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Heavyweight,28.0,Orthodox,193.04,193.04,242.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,36.33,0.54,0.0,0.33,0.33,36.0,Orthodox,190.5,195.58,240.0,1.0,0.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,14.0,2.0,22.71,0.39,1.0,0.86,0.14
Phil Davis,Wagner Prado,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Light Heavyweight,25.0,Southpaw,182.88,187.96,205.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.12,0.0,0.0,0.0,28.0,Orthodox,187.96,200.66,205.0,2.0,0.0,0.0,5.0,5.0,2.0,0.0,2.0,0.0,18.0,0.0,35.86,0.47,0.57,2.14,0.47
Rony Jason,Sam Sicilia,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Featherweight,26.0,Orthodox,172.72,170.18,145.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,33.0,0.35,0.0,0.0,0.0,28.0,Orthodox,170.18,177.8,145.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,36.0,0.47,0.0,0.0,0.0
Sergio Moraes,Renee Forte,2012-10-13,"Rio de Janeiro, Brazil",Red,False,Welterweight,25.0,Orthodox,170.18,180.34,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Orthodox,182.88,182.88,170.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,38.0,0.52,0.0,0.0,0.0
Alex Caceres,Motonobu Tezuka,2012-11-10,"Macau, China",Red,False,Bantamweight,25.0,Southpaw,170.18,167.64,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,24.0,Southpaw,177.8,185.42,145.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,11.0,0.0,36.2,0.55,2.2,0.2,0.2
Dong Hyun Kim,Paulo Thiago,2012-11-10,"Macau, China",Red,False,Welterweight,31.0,Orthodox,180.34,185.42,170.0,1.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,19.0,0.0,15.38,0.34,1.5,1.25,0.24,30.0,Southpaw,187.96,193.04,170.0,1.0,0.0,0.0,3.0,6.0,3.0,1.0,0.0,0.0,23.0,0.0,27.56,0.56,0.44,2.67,0.56
Rich Franklin,Cung Le,2012-11-10,"Macau, China",Blue,False,Middleweight,40.0,Southpaw,175.26,175.26,185.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,43.5,0.44,0.0,1.0,0.5,38.0,Southpaw,185.42,190.5,185.0,0.0,1.0,0.0,7.0,14.0,5.0,8.0,1.0,1.0,45.0,5.0,44.42,0.45,0.11,0.74,0.27
Riki Fukuda,Tom DeBlass,2012-11-10,"Macau, China",Red,False,Middleweight,30.0,Orthodox,182.88,190.5,185.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.16,1.0,2.0,0.5,31.0,Southpaw,182.88,185.42,185.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,65.33,0.43,0.0,3.0,0.39
Takanori Gomi,Mac Danzig,2012-11-10,"Macau, China",Red,False,Lightweight,32.0,Orthodox,172.72,177.8,155.0,0.0,1.0,0.0,2.0,5.0,5.0,1.0,2.0,0.0,23.0,1.0,35.3,0.5,0.5,1.0,0.39,34.0,Southpaw,170.18,177.8,155.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,9.0,0.0,18.2,0.26,0.0,0.0,0.0
Takeya Mizugaki,Jeff Hougland,2012-11-10,"Macau, China",Red,False,Bantamweight,34.0,Orthodox,170.18,172.72,135.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,39.5,0.43,2.0,0.5,0.1,28.0,Orthodox,170.18,172.72,135.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,11.0,0.0,38.75,0.36,0.0,1.75,0.62
Zhang Tiequan,Jon Tuck,2012-11-10,"Macau, China",Blue,False,Lightweight,28.0,Orthodox,180.34,185.42,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34.0,Orthodox,172.72,177.8,155.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,6.0,0.0,4.0,0.26,1.67,0.0,0.0
Yasuhiro Urushitani,John Lineker,2012-11-10,"Macau, China",Blue,False,Flyweight,22.0,Orthodox,160.02,170.18,135.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,96.0,0.45,0.0,0.0,0.0,36.0,Southpaw,165.1,170.0,125.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.44,0.0,0.0,0.0
Antonio Carvalho,Rodrigo Damm,2012-11-17,"Montreal, Quebec, Canada",Red,False,Featherweight,32.0,Orthodox,170.18,180.34,155.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.52,1.0,0.0,0.0,33.0,Orthodox,175.26,172.72,145.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,23.5,0.34,0.0,0.0,0.0
Cyrille Diabate,Chad Griggs,2012-11-17,"Montreal, Quebec, Canada",Red,False,Light Heavyweight,34.0,Orthodox,185.42,185.42,205.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,Southpaw,198.12,205.74,205.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,11.0,0.0,47.8,0.69,0.0,0.6,0.4
Francis Carmont,Tom Lawlor,2012-11-17,"Montreal, Quebec, Canada",Red,False,Middleweight,29.0,Southpaw,182.88,187.96,205.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0,1.0,0.0,14.0,0.0,23.43,0.41,0.86,1.86,0.19,31.0,Orthodox,190.5,198.12,205.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,7.0,0.0,27.67,0.7,1.0,1.67,0.5
Georges St-Pierre,Carlos Condit,2012-11-17,"Montreal, Quebec, Canada",Red,True,Welterweight,28.0,Orthodox,187.96,190.5,170.0,0.0,5.0,0.0,5.0,5.0,1.0,3.0,0.0,0.0,16.0,1.0,53.17,0.42,1.0,0.67,0.21,31.0,Orthodox,180.34,193.04,185.0,0.0,9.0,0.0,9.0,16.0,2.0,5.0,2.0,0.0,53.0,11.0,54.28,0.56,1.22,3.78,0.74
Ivan Menjivar,Azamat Gashimov,2012-11-17,"Montreal, Quebec, Canada",Red,False,Bantamweight,22.0,Orthodox,167.64,167.64,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Orthodox,167.64,162.56,145.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,11.0,0.0,28.4,0.43,0.8,0.2,0.2
Johny Hendricks,Martin Kampmann,2012-11-17,"Montreal, Quebec, Canada",Red,False,Welterweight,30.0,Orthodox,182.88,182.88,170.0,0.0,3.0,0.0,4.0,11.0,4.0,2.0,5.0,0.0,31.0,0.0,30.6,0.44,1.4,0.87,0.32,29.0,Southpaw,175.26,175.26,185.0,0.0,4.0,0.0,4.0,8.0,1.0,4.0,0.0,0.0,20.0,0.0,31.0,0.61,0.56,2.67,0.27
Mark Bocek,Rafael Dos Anjos,2012-11-17,"Montreal, Quebec, Canada",Blue,False,Lightweight,28.0,Southpaw,172.72,177.8,170.0,0.0,2.0,0.0,3.0,6.0,4.0,1.0,2.0,0.0,25.0,0.0,25.4,0.37,0.9,2.0,0.27,31.0,Orthodox,172.72,190.5,155.0,0.0,2.0,0.0,3.0,7.0,4.0,0.0,4.0,0.0,25.0,0.0,23.45,0.42,1.09,3.0,0.57
Mark Hominick,Pablo Garza,2012-11-17,"Montreal, Quebec, Canada",Blue,False,Featherweight,29.0,Orthodox,185.42,185.42,145.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,17.5,0.46,0.5,0.0,0.0,30.0,Orthodox,172.72,172.72,145.0,3.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,15.0,1.0,42.5,0.35,0.17,0.17,0.08
Matthew Riddle,John Maguire,2012-11-17,"Montreal, Quebec, Canada",Red,False,Welterweight,29.0,Southpaw,175.26,175.26,155.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,8.0,0.0,15.33,0.62,1.0,3.33,0.66,26.0,Southpaw,185.42,187.96,170.0,1.0,0.0,0.0,3.0,6.0,4.0,1.0,0.0,0.0,29.0,0.0,43.5,0.51,0.6,3.3,0.56
Patrick Cote,Alessio Sakara,2012-11-17,"Montreal, Quebec, Canada",Red,False,Middleweight,31.0,Orthodox,182.88,182.88,185.0,2.0,0.0,0.0,3.0,6.0,7.0,4.0,0.0,0.0,20.0,0.0,19.62,0.45,0.0,0.77,0.12,32.0,Orthodox,180.34,180.34,170.0,4.0,0.0,0.0,4.0,4.0,8.0,2.0,0.0,0.0,29.0,2.0,23.08,0.42,0.17,0.33,0.15
Sam Stout,John Makdessi,2012-11-17,"Montreal, Quebec, Canada",Blue,False,Lightweight,27.0,Orthodox,172.72,172.72,155.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,10.0,0.0,40.75,0.36,0.0,0.0,0.0,28.0,Orthodox,175.26,177.8,155.0,0.0,1.0,0.0,2.0,7.0,6.0,1.0,0.0,0.0,35.0,0.0,56.08,0.27,0.08,0.46,0.15
Steven Siler,Darren Elkins,2012-11-17,"Montreal, Quebec, Canada",Blue,False,Featherweight,28.0,Orthodox,177.8,180.34,145.0,0.0,3.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,11.0,0.0,28.2,0.24,0.8,1.0,0.41,25.0,Orthodox,180.34,177.8,145.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,55.0,0.55,1.33,0.67,0.16
BJ Penn,Rory MacDonald,2012-12-08,"Seattle, Washington, USA",Blue,False,Welterweight,23.0,Orthodox,182.88,193.04,170.0,0.0,3.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,10.0,0.0,30.0,0.51,0.8,2.8,0.55,33.0,Orthodox,175.26,177.8,155.0,2.0,0.0,0.0,3.0,12.0,9.0,6.0,4.0,1.0,62.0,11.0,39.71,0.58,0.57,1.24,0.39
Benson Henderson,Nate Diaz,2012-12-08,"Seattle, Washington, USA",Red,True,Lightweight,27.0,Southpaw,182.88,193.04,170.0,0.0,3.0,0.0,5.0,11.0,5.0,1.0,8.0,0.0,36.0,1.0,44.81,0.43,1.25,0.88,0.34,29.0,Southpaw,175.26,177.8,170.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,19.0,2.0,62.4,0.41,1.2,2.6,0.61
Daron Cruickshank,Henry Martinez,2012-12-08,"Seattle, Washington, USA",Red,False,Lightweight,29.0,Southpaw,170.18,172.72,155.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,42.5,0.26,0.0,0.0,0.0,27.0,Switch,172.72,182.88,155.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.56,0.0,4.0,0.8
Dennis Siver,Nam Phan,2012-12-08,"Seattle, Washington, USA",Red,False,Featherweight,29.0,Orthodox,167.64,177.8,135.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,15.0,0.0,91.8,0.4,0.2,0.2,0.2,33.0,Orthodox,167.64,177.8,145.0,0.0,1.0,0.0,4.0,9.0,5.0,3.0,2.0,0.0,30.0,0.0,33.64,0.33,0.21,0.36,0.21
Marcus LeVesseur,Abel Trujillo,2012-12-08,"Seattle, Washington, USA",Blue,False,Lightweight,29.0,Orthodox,172.72,177.8,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,30.0,Southpaw,175.26,177.8,155.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,30.0,0.59,0.5,2.5,0.71
Mauricio Rua,Alexander Gustafsson,2012-12-08,"Seattle, Washington, USA",Blue,False,Light Heavyweight,25.0,Orthodox,195.58,200.66,205.0,0.0,5.0,0.0,5.0,6.0,1.0,3.0,2.0,0.0,11.0,0.0,23.0,0.33,0.71,0.57,0.31,31.0,Orthodox,185.42,193.04,205.0,0.0,1.0,0.0,2.0,5.0,4.0,5.0,0.0,0.0,26.0,3.0,44.33,0.53,0.33,1.67,0.22
Mike Swick,Matt Brown,2012-12-08,"Seattle, Washington, USA",Blue,False,Welterweight,31.0,Orthodox,182.88,190.5,170.0,0.0,3.0,0.0,3.0,8.0,5.0,5.0,1.0,0.0,29.0,0.0,30.85,0.59,1.15,1.08,0.42,33.0,Orthodox,185.42,195.58,170.0,0.0,1.0,0.0,5.0,10.0,3.0,5.0,2.0,0.0,26.0,0.0,19.92,0.45,0.38,0.62,0.34
Ramsey Nijem,Joe Proctor,2012-12-08,"Seattle, Washington, USA",Red,False,Lightweight,27.0,Orthodox,177.8,182.88,155.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.35,0.0,0.0,0.0,24.0,Orthodox,180.34,190.5,155.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,25.33,0.43,1.33,3.0,0.3
Raphael Assuncao,Mike Easton,2012-12-08,"Seattle, Washington, USA",Red,False,Bantamweight,28.0,Southpaw,167.64,177.8,135.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,8.0,0.0,54.0,0.39,0.0,0.67,0.28,30.0,Orthodox,165.1,167.64,135.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,33.67,0.54,0.0,1.0,0.12
Scott Jorgensen,John Albert,2012-12-08,"Seattle, Washington, USA",Red,False,Bantamweight,26.0,Orthodox,172.72,172.72,135.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,19.33,0.47,1.67,0.0,0.0,30.0,Orthodox,165.1,167.64,135.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,9.0,0.0,44.5,0.4,0.0,1.5,0.5
Yves Edwards,Jeremy Stephens,2012-12-08,"Seattle, Washington, USA",Red,False,Lightweight,26.0,Orthodox,172.72,180.34,145.0,2.0,0.0,0.0,2.0,7.0,7.0,3.0,0.0,1.0,37.0,0.0,32.71,0.45,0.57,1.29,0.37,36.0,Southpaw,175.26,185.42,155.0,1.0,0.0,0.0,6.0,9.0,6.0,4.0,2.0,0.0,34.0,0.0,26.4,0.49,0.67,0.27,0.2
Benny Alloway,Manuel Rodriguez,2012-12-14,"Gold Coast, Queensland, Australia",Red,False,Welterweight,27.0,Orthodox,175.26,172.72,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,31.0,Orthodox,180.34,190.5,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Brendan Loughnane,Mike Wilkinson,2012-12-14,"Gold Coast, Queensland, Australia",Blue,False,Lightweight,25.0,Switch ,170.18,172.72,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.0,Switch,177.8,177.8,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Chad Mendes,Yaotzin Meza,2012-12-14,"Gold Coast, Queensland, Australia",Red,False,Featherweight,31.0,Orthodox,175.26,187.96,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27.0,Orthodox,167.64,167.64,145.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,8.0,1.0,28.0,0.62,0.0,2.25,0.35
Colin Fletcher,Norman Parke,2012-12-14,"Gold Coast, Queensland, Australia",Blue,True,Lightweight,25.0,Southpaw,180.34,177.8,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,Orthodox,187.96,198.12,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
George Sotiropoulos,Ross Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Blue,False,Lightweight,28.0,Orthodox,172.72,175.26,155.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,1.0,21.0,1.0,52.75,0.41,0.0,1.0,0.38,35.0,Orthodox,177.8,180.34,155.0,2.0,0.0,0.0,7.0,7.0,2.0,1.0,4.0,0.0,19.0,0.0,21.89,0.33,1.33,1.67,0.42
Hector Lombard,Rousimar Palhares,2012-12-14,"Gold Coast, Queensland, Australia",Red,False,Middleweight,32.0,Orthodox,172.72,180.34,170.0,1.0,0.0,0.0,3.0,7.0,3.0,0.0,5.0,0.0,18.0,0.0,12.5,0.33,1.4,1.4,0.43,34.0,Southpaw,175.26,180.34,185.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,26.0,0.33,0.0,2.0,0.5
Mike Pierce,Seth Baczynski,2012-12-14,"Gold Coast, Queensland, Australia",Red,False,Welterweight,31.0,Orthodox,190.5,187.96,170.0,0.0,4.0,0.0,4.0,4.0,1.0,1.0,2.0,0.0,11.0,0.0,24.0,0.35,1.0,0.4,0.08,32.0,Orthodox,172.72,177.8,170.0,0.0,2.0,0.0,3.0,7.0,3.0,2.0,1.0,0.0,28.0,0.0,36.5,0.48,0.3,2.4,0.36
Nick Penner,Cody Donovan,2012-12-14,"Gold Coast, Queensland, Australia",Blue,False,Light Heavyweight,31.0,Orthodox,190.5,187.96,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,Southpaw,193.04,195.58,205.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.22,0.0,0.0,0.0
Robert Whittaker,Bradley Scott,2012-12-14,"Gold Coast, Queensland, Australia",Red,True,Welterweight,23.0,Orthodox,185.42,193.04,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.0,Orthodox,182.88,185.42,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Colton Smith,Mike Ricci,2012-12-15,"Las Vegas, Nevada, USA",Red,True,Welterweight,26.0,Southpaw,182.88,195.58,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25.0,Orthodox,182.88,180.34,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
